second,mm_ss,gemini-3.6-flash,gemini-3.5-flash,gemini-3.5-flash-lite,gemini-3-flash,gemini-3.1-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite
510,8:30,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ก็ อ่า ผลการดำเนินงานนะคะ และฐานะทางการ…,
511,8:31,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ก็ อ่า ผลการดำเนินงานนะคะ และฐานะทางการ…,
512,8:32,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ก็ อ่า ผลการดำเนินงานนะคะ และฐานะทางการ…,
513,8:33,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ก็ อ่า ผลการดำเนินงานนะคะ และฐานะทางการ…,
514,8:34,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ก็ อ่า ผลการดำเนินงานนะคะ และฐานะทางการ…,
515,8:35,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ก็ อันนี้ยังเป็น ตัวเลขที่ อ่า เป็นรายบ…,
516,8:36,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ก็ อันนี้ยังเป็น ตัวเลขที่ อ่า เป็นรายบ…,
517,8:37,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ก็ อันนี้ยังเป็น ตัวเลขที่ อ่า เป็นรายบ…,
518,8:38,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ก็ อันนี้ยังเป็น ตัวเลขที่ อ่า เป็นรายบ…,
519,8:39,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ก็ อันนี้ยังเป็น ตัวเลขที่ อ่า เป็นรายบ…,
520,8:40,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ในส่วนแรกนะคะ ของเฉพาะนะคะ บริษัท Empir…,
521,8:41,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ในส่วนแรกนะคะ ของเฉพาะนะคะ บริษัท Empir…,
522,8:42,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ในส่วนแรกนะคะ ของเฉพาะนะคะ บริษัท Empir…,
523,8:43,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ในส่วนแรกนะคะ ของเฉพาะนะคะ บริษัท Empir…,
524,8:44,[Speaker 4] ค่ะ ก็ รายงานความก้าวหน้านะคะในการเข้าท…,[Speaker 5] ค่ะ ก็ อ่า รายงานความคืบหน้า นะคะ ในการ…,[Speaker 3] ค่าก้อแล้วเส็จนะคะเมี่อวันที่ 10 กรกาคม…,,,[Speaker 3] ในส่วนแรกนะคะ ของเฉพาะนะคะ บริษัท Empir…,
