second,mm_ss,gemini-3.6-flash,gemini-3.5-flash,gemini-3.5-flash-lite,gemini-3.1-flash,gemini-3.1-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite
524,8:44,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 3] แค่นั้นเอง เอาว่ะ บอร์ดลงทุนต้องทราบไหม…,[Speaker 1] ค่ะ ซึ่งอันนี้ ออดิทนะคะตามอีเมลนะคะ ขอ…,,[Speaker 1] แค่ นั้น เอง ถาม ว่า บท ลง ทุน ต้อง ทรา…,[Speaker 5] ที่ จริง อ่ะ ไม่ ต้อง ทราบ ก็ ได้,
525,8:45,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 3] แค่นั้นเอง เอาว่ะ บอร์ดลงทุนต้องทราบไหม…,[Speaker 1] ค่ะ ซึ่งอันนี้ ออดิทนะคะตามอีเมลนะคะ ขอ…,,[Speaker 1] แค่ นั้น เอง ถาม ว่า บท ลง ทุน ต้อง ทรา…,[Speaker 5] ก็ ไม่ ต้อง ทราบ ก็ เฟิร์ม เพื่อ ให้ มั…,
526,8:46,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 3] แค่นั้นเอง เอาว่ะ บอร์ดลงทุนต้องทราบไหม…,[Speaker 2] ต้องเล่าให้พี่แก้วอยู่ต้นสาธารณรัฐว่า ไ…,,[Speaker 1] แค่ นั้น เอง ถาม ว่า บท ลง ทุน ต้อง ทรา…,[Speaker 5] ก็ ไม่ ต้อง ทราบ ก็ เฟิร์ม เพื่อ ให้ มั…,
527,8:47,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 3] แค่นั้นเอง เอาว่ะ บอร์ดลงทุนต้องทราบไหม…,[Speaker 2] ต้องเล่าให้พี่แก้วอยู่ต้นสาธารณรัฐว่า ไ…,,[Speaker 1] แค่ นั้น เอง ถาม ว่า บท ลง ทุน ต้อง ทรา…,[Speaker 5] ก็ ไม่ ต้อง ทราบ ก็ เฟิร์ม เพื่อ ให้ มั…,
528,8:48,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 3] แค่นั้นเอง เอาว่ะ บอร์ดลงทุนต้องทราบไหม…,[Speaker 2] ต้องเล่าให้พี่แก้วอยู่ต้นสาธารณรัฐว่า ไ…,,[Speaker 1] แค่ นั้น เอง ถาม ว่า บท ลง ทุน ต้อง ทรา…,[Speaker 5] ก็ ไม่ ต้อง ทราบ ก็ เฟิร์ม เพื่อ ให้ มั…,
529,8:49,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 2] ได้ค่ะ,[Speaker 2] ต้องเล่าให้พี่แก้วอยู่ต้นสาธารณรัฐว่า ไ…,,[Speaker 1] แค่ นั้น เอง ถาม ว่า บท ลง ทุน ต้อง ทรา…,,
530,8:50,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 2] ได้ค่ะ,[Speaker 2] ต้องเล่าให้พี่แก้วอยู่ต้นสาธารณรัฐว่า ไ…,,,,
531,8:51,[Speaker 1] ถอดออกไปเลย เออ เพราะอย่างพี่บอกว่ามติ …,[Speaker 4] เออ,[Speaker 2] ต้องเล่าให้พี่แก้วอยู่ต้นสาธารณรัฐว่า ไ…,,,,
532,8:52,[Speaker 2] ค่ะ ขออนุญาตนะคะ ถัดไปวาระที่ 5 เรื่องเ…,[Speaker 4] เออ,[Speaker 2] ต้องเล่าให้พี่แก้วอยู่ต้นสาธารณรัฐว่า ไ…,,,,
533,8:53,[Speaker 2] ค่ะ ขออนุญาตนะคะ ถัดไปวาระที่ 5 เรื่องเ…,[Speaker 3] เพราะมันไม่จำเป็น,[Speaker 2] ต้องเล่าให้พี่แก้วอยู่ต้นสาธารณรัฐว่า ไ…,,,[Speaker 5] เพราะ ความ ไม่ จำเป็น,
534,8:54,[Speaker 2] ค่ะ ขออนุญาตนะคะ ถัดไปวาระที่ 5 เรื่องเ…,[Speaker 3] เพราะมันไม่จำเป็น,[Speaker 2] ต้องเล่าให้พี่แก้วอยู่ต้นสาธารณรัฐว่า ไ…,,,[Speaker 8] ,
535,8:55,[Speaker 2] ค่ะ ขออนุญาตนะคะ ถัดไปวาระที่ 5 เรื่องเ…,[Speaker 4] ไม่ต้องเอาวาระใส่บอร์ดหรอก,[Speaker 1] ขอขอบคุณค่ะ ขอฝากต่อไปเมื่อต้องขอของมาร…,,,[Speaker 8] ,
536,8:56,[Speaker 2] วาระที่ 6 เรื่องอื่น ๆ วันนี้พี่ปอมมีเร…,[Speaker 4] ไม่ต้องเอาวาระใส่บอร์ดหรอก,[Speaker 1] ขอขอบคุณค่ะ ขอฝากต่อไปเมื่อต้องขอของมาร…,,,[Speaker 8] ,
537,8:57,[Speaker 2] วาระที่ 6 เรื่องอื่น ๆ วันนี้พี่ปอมมีเร…,[Speaker 4] ไม่ต้องเอาวาระใส่บอร์ดหรอก,[Speaker 1] ขอขอบคุณค่ะ ขอฝากต่อไปเมื่อต้องขอของมาร…,,,[Speaker 8] ,
538,8:58,[Speaker 2] วาระที่ 6 เรื่องอื่น ๆ วันนี้พี่ปอมมีเร…,[Speaker 2] ขอบคุณค่ะ,[Speaker 1] ขอขอบคุณค่ะ ขอฝากต่อไปเมื่อต้องขอของมาร…,,[Speaker 1] ไม่ ต้อง เอา วาระ ใส่ นะ,[Speaker 5] ไม่ ต้อง เอา วาระ ไป เลย,
539,8:59,[Speaker 2] วาระที่ 6 เรื่องอื่น ๆ วันนี้พี่ปอมมีเร…,[Speaker 2] ขอบคุณค่ะ,[Speaker 2] โอเคที่ได้มาลื่น ไม่ทำหน้าที่พูดก่อน ขอ…,,,,
540,9:00,[Speaker 2] วาระที่ 6 เรื่องอื่น ๆ วันนี้พี่ปอมมีเร…,[Speaker 3] ก็ขอต่อบอร์ดไว้ไม่ต้องขอเพิ่มวาระ ต่อบอ…,[Speaker 2] โอเคที่ได้มาลื่น ไม่ทำหน้าที่พูดก่อน ขอ…,,[Speaker 2] ขอบคุณ ค่ะ ก็ ขอ ต่อ ไป มัน จะ ต้อง ต่อ…,,
541,9:01,[Speaker 2] วาระที่ 6 เรื่องอื่น ๆ วันนี้พี่ปอมมีเร…,[Speaker 3] ก็ขอต่อบอร์ดไว้ไม่ต้องขอเพิ่มวาระ ต่อบอ…,[Speaker 2] โอเคที่ได้มาลื่น ไม่ทำหน้าที่พูดก่อน ขอ…,,[Speaker 2] ขอบคุณ ค่ะ ก็ ขอ ต่อ ไป มัน จะ ต้อง ต่อ…,[Speaker 1] ก็ ถอด ออก ไป ไม่ ต้อง ถอด ของ วาระ,
542,9:02,[Speaker 2] วาระที่ 6 เรื่องอื่น ๆ วันนี้พี่ปอมมีเร…,[Speaker 3] ก็ขอต่อบอร์ดไว้ไม่ต้องขอเพิ่มวาระ ต่อบอ…,[Speaker 2] โอเคที่ได้มาลื่น ไม่ทำหน้าที่พูดก่อน ขอ…,,[Speaker 2] ขอบคุณ ค่ะ ก็ ขอ ต่อ ไป มัน จะ ต้อง ต่อ…,,
543,9:03,[Speaker 2] วาระที่ 6 เรื่องอื่น ๆ วันนี้พี่ปอมมีเร…,[Speaker 3] ก็ขอต่อบอร์ดไว้ไม่ต้องขอเพิ่มวาระ ต่อบอ…,[Speaker 2] โอเคที่ได้มาลื่น ไม่ทำหน้าที่พูดก่อน ขอ…,,[Speaker 2] ขอบคุณ ค่ะ ก็ ขอ ต่อ ไป มัน จะ ต้อง ต่อ…,[Speaker 1] ถอด วาระ 4.5 4.6 ถอด เลย,
544,9:04,[Speaker 2] วาระที่ 6 เรื่องอื่น ๆ วันนี้พี่ปอมมีเร…,[Speaker 3] ก็ขอต่อบอร์ดไว้ไม่ต้องขอเพิ่มวาระ ต่อบอ…,[Speaker 2] โอเคที่ได้มาลื่น ไม่ทำหน้าที่พูดก่อน ขอ…,,[Speaker 2] ขอบคุณ ค่ะ ก็ ขอ ต่อ ไป มัน จะ ต้อง ต่อ…,[Speaker 1] ถอด วาระ 4.5 4.6 ถอด เลย,
545,9:05,[Speaker 3] เดี่ยวนะ ขออนุญาตแป๊บนึงค่ะ ก่อนจะไปเรื…,[Speaker 4] แต่โอเคที่แสตมป์ยืนยันให้ทำอันนี้ให้ถูก…,[Speaker 2] โอเคที่ได้มาลื่น ไม่ทำหน้าที่พูดก่อน ขอ…,,,[Speaker 1] อ่า โอเค ที่ ได้ มา คืน ที่ ทำ ให้ ถูก …,
