second,mm_ss,gemini-3.6-flash,gemini-3.5-flash,gemini-3.5-flash-lite,gemini-3-flash,gemini-3.1-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite
521,8:41,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 2] ถ้าไม่มีขออนุญาตปิดประชุมนะครับ ขอบคุณท…,[Speaker 1] ในตัว เอาผม ผมว่าตัวผมเองดีกว่า อย่าเรี…,,,[Board Member 1] นะ ครับ งั้น ก็ ขอ ให้ ให้ เอ่อ คือ ผม …,
522,8:42,[Speaker 2] คือ ผมเพิ่มเติมนิดนึงแล้วกัน แผนต้องมี …,[Speaker 5] ขอบคุณครับ,[Speaker 1] ในตัว เอาผม ผมว่าตัวผมเองดีกว่า อย่าเรี…,,,[Board Member 1] นะ ครับ งั้น ก็ ขอ ให้ ให้ เอ่อ คือ ผม …,
523,8:43,[Speaker 2] คือ ผมเพิ่มเติมนิดนึงแล้วกัน แผนต้องมี …,[Speaker 1] ขอบคุณพี่แท็ปค่ะ ขอบคุณพี่วัฒน์นะคะ ขอบ…,[Speaker 1] ในตัว เอาผม ผมว่าตัวผมเองดีกว่า อย่าเรี…,,,[Board Member 1] นะ ครับ งั้น ก็ ขอ ให้ ให้ เอ่อ คือ ผม …,
524,8:44,[Speaker 2] คือ ผมเพิ่มเติมนิดนึงแล้วกัน แผนต้องมี …,[Speaker 1] ขอบคุณพี่แท็ปค่ะ ขอบคุณพี่วัฒน์นะคะ ขอบ…,[Speaker 1] ในตัว เอาผม ผมว่าตัวผมเองดีกว่า อย่าเรี…,,,[Board Member 1] นะ ครับ งั้น ก็ ขอ ให้ ให้ เอ่อ คือ ผม …,
525,8:45,[Speaker 2] คือ ผมเพิ่มเติมนิดนึงแล้วกัน แผนต้องมี …,[Speaker 1] ขอบคุณพี่แท็ปค่ะ ขอบคุณพี่วัฒน์นะคะ ขอบ…,[Speaker 1] ในตัว เอาผม ผมว่าตัวผมเองดีกว่า อย่าเรี…,,,[Board Member 1] นะ ครับ งั้น ก็ ขอ ให้ ให้ เอ่อ คือ ผม …,
526,8:46,[Speaker 2] คือ ผมเพิ่มเติมนิดนึงแล้วกัน แผนต้องมี …,[Speaker 1] ขอบคุณพี่แท็ปค่ะ ขอบคุณพี่วัฒน์นะคะ ขอบ…,[Speaker 1] ในตัว เอาผม ผมว่าตัวผมเองดีกว่า อย่าเรี…,,,[Board Member 1] นะ ครับ งั้น ก็ ขอ ให้ ให้ เอ่อ คือ ผม …,
527,8:47,[Speaker 2] คือ ผมเพิ่มเติมนิดนึงแล้วกัน แผนต้องมี …,[Speaker 1] ขอบคุณพี่แท็ปค่ะ ขอบคุณพี่วัฒน์นะคะ ขอบ…,,,,[Board Member 1] นะ ครับ งั้น ก็ ขอ ให้ ให้ เอ่อ คือ ผม …,
528,8:48,[Speaker 2] คือ ผมเพิ่มเติมนิดนึงแล้วกัน แผนต้องมี …,[Speaker 1] ขอบคุณพี่แท็ปค่ะ ขอบคุณพี่วัฒน์นะคะ ขอบ…,[Speaker 1] แบบว่า หน้ามือเป็นหลังมือในทันทีเพราะว่…,,,[Board Member 1] นะ ครับ งั้น ก็ ขอ ให้ ให้ เอ่อ คือ ผม …,
529,8:49,[Speaker 2] คือ ผมเพิ่มเติมนิดนึงแล้วกัน แผนต้องมี …,[Speaker 2] แล้วเดี๋ยวไอ้สไลด์หน้าสุดท้ายอ่ะ ต้องเอ…,[Speaker 1] แบบว่า หน้ามือเป็นหลังมือในทันทีเพราะว่…,,,[Board Member 1] นะ ครับ งั้น ก็ ขอ ให้ ให้ เอ่อ คือ ผม …,
530,8:50,[Speaker 2] คือ ผมเพิ่มเติมนิดนึงแล้วกัน แผนต้องมี …,[Speaker 2] แล้วเดี๋ยวไอ้สไลด์หน้าสุดท้ายอ่ะ ต้องเอ…,[Speaker 1] แบบว่า หน้ามือเป็นหลังมือในทันทีเพราะว่…,,,,
531,8:51,[Speaker 2] คือ ผมเพิ่มเติมนิดนึงแล้วกัน แผนต้องมี …,[Speaker 2] แล้วเดี๋ยวไอ้สไลด์หน้าสุดท้ายอ่ะ ต้องเอ…,[Speaker 1] แบบว่า หน้ามือเป็นหลังมือในทันทีเพราะว่…,,,[Board Member 1] มัน จะ เป็น เหมือน แมพ อ่ะ แมพ ให้ กับ …,
532,8:52,[Speaker 2] คือ ผมเพิ่มเติมนิดนึงแล้วกัน แผนต้องมี …,[Speaker 2] แล้วเดี๋ยวไอ้สไลด์หน้าสุดท้ายอ่ะ ต้องเอ…,[Speaker 1] แบบว่า หน้ามือเป็นหลังมือในทันทีเพราะว่…,,,[Board Member 1] มัน จะ เป็น เหมือน แมพ อ่ะ แมพ ให้ กับ …,
533,8:53,[Speaker 2] คือ ผมเพิ่มเติมนิดนึงแล้วกัน แผนต้องมี …,[Speaker 2] แล้วเดี๋ยวไอ้สไลด์หน้าสุดท้ายอ่ะ ต้องเอ…,[Speaker 1] แบบว่า หน้ามือเป็นหลังมือในทันทีเพราะว่…,,,[Board Member 1] มัน จะ เป็น เหมือน แมพ อ่ะ แมพ ให้ กับ …,
534,8:54,[Speaker 2] คือ ผมเพิ่มเติมนิดนึงแล้วกัน แผนต้องมี …,[Speaker 2] แล้วเดี๋ยวไอ้สไลด์หน้าสุดท้ายอ่ะ ต้องเอ…,[Speaker 1] แบบว่า หน้ามือเป็นหลังมือในทันทีเพราะว่…,,,[Board Member 1] มัน จะ เป็น เหมือน แมพ อ่ะ แมพ ให้ กับ …,
535,8:55,[Speaker 2] คือ ผมเพิ่มเติมนิดนึงแล้วกัน แผนต้องมี …,[Speaker 2] แล้วเดี๋ยวไอ้สไลด์หน้าสุดท้ายอ่ะ ต้องเอ…,[Speaker 1] แบบว่า หน้ามือเป็นหลังมือในทันทีเพราะว่…,,,[Board Member 1] มัน จะ เป็น เหมือน แมพ อ่ะ แมพ ให้ กับ …,
536,8:56,[Speaker 2] คือ ผมเพิ่มเติมนิดนึงแล้วกัน แผนต้องมี …,[Speaker 2] แล้วเดี๋ยวไอ้สไลด์หน้าสุดท้ายอ่ะ ต้องเอ…,,,,[Board Member 1] มัน จะ เป็น เหมือน แมพ อ่ะ แมพ ให้ กับ …,
537,8:57,[Speaker 2] คือ ผมเพิ่มเติมนิดนึงแล้วกัน แผนต้องมี …,[Speaker 2] แล้วเดี๋ยวไอ้สไลด์หน้าสุดท้ายอ่ะ ต้องเอ…,[Speaker 1] นะฮะ ก็จริงๆ ก็เป็นกำลังใจให้ แต่ก็อยาก…,,,[Board Member 1] มัน จะ เป็น เหมือน แมพ อ่ะ แมพ ให้ กับ …,
538,8:58,[Speaker 2] คือ ผมเพิ่มเติมนิดนึงแล้วกัน แผนต้องมี …,[Speaker 2] แล้วเดี๋ยวไอ้สไลด์หน้าสุดท้ายอ่ะ ต้องเอ…,[Speaker 1] นะฮะ ก็จริงๆ ก็เป็นกำลังใจให้ แต่ก็อยาก…,,,[Board Member 1] มัน จะ เป็น เหมือน แมพ อ่ะ แมพ ให้ กับ …,
539,8:59,[Speaker 2] คือ ผมเพิ่มเติมนิดนึงแล้วกัน แผนต้องมี …,[Speaker 2] แล้วเดี๋ยวไอ้สไลด์หน้าสุดท้ายอ่ะ ต้องเอ…,[Speaker 1] นะฮะ ก็จริงๆ ก็เป็นกำลังใจให้ แต่ก็อยาก…,,,[Board Member 1] มัน จะ เป็น เหมือน แมพ อ่ะ แมพ ให้ กับ …,
540,9:00,[Speaker 2] คือ ผมเพิ่มเติมนิดนึงแล้วกัน แผนต้องมี …,[Speaker 2] แล้วเดี๋ยวไอ้สไลด์หน้าสุดท้ายอ่ะ ต้องเอ…,[Speaker 1] นะฮะ ก็จริงๆ ก็เป็นกำลังใจให้ แต่ก็อยาก…,,,[Board Member 1] มัน จะ เป็น เหมือน แมพ อ่ะ แมพ ให้ กับ …,
